"Date","Simple Date","Outdoor Temperature (°F)","Feels Like (°F)","Dew Point (°F)","Wind Speed (mph)","Wind Gust (mph)","Max Daily Gust (mph)","Wind Direction (°)","Hourly Rain (in/hr)","Event Rain (in)","Daily Rain (in)","Weekly Rain (in)","Monthly Rain (in)","Total Rain (in)","Relative Pressure (inHg)","Humidity (%)","Ultra-Violet Radiation Index","Solar Radiation (W/m^2)","Indoor Temperature (°F)","Indoor Humidity (%)","Absolute Pressure (inHg)","Outdoor Battery","CO2 battery","Indoor Feels Like (°F)","Indoor Dew Point (°F)"
2024-07-31T19:15:00-07:00,2024-07-31 19:15:00,72.1,72.2,60.9,0,0,6.9,59,0,0,0,0.22,0.38,175.97,30.8,68,0,41.6,77.9,44,29.52,1,1,77.5,54.2
2024-07-31T19:10:00-07:00,2024-07-31 19:10:00,73.2,73.4,61.6,0,0,6.9,283,0,0,0,0.22,0.38,175.97,30.8,67,1,102.3,78.1,44,29.52,1,1,77.7,54.4
2024-07-31T19:05:00-07:00,2024-07-31 19:05:00,73.2,73.3,61.1,0,0,6.9,223,0,0,0,0.22,0.38,175.97,30.8,66,0,99.3,77.7,44,29.52,1,1,77.2,54
2024-07-31T19:00:00-07:00,2024-07-31 19:00:00,73.9,74,61.4,0,0,6.9,151,0,0,0,0.22,0.38,175.97,30.8,65,1,129.2,78.4,44,29.52,1,1,78,54.7
2024-07-31T18:55:00-07:00,2024-07-31 18:55:00,72.9,73,61.3,0,0,6.9,316,0,0,0,0.22,0.38,175.97,30.81,67,1,139.6,78.6,43,29.53,1,1,78.2,54.2
2024-07-31T18:50:00-07:00,2024-07-31 18:50:00,72,72.1,60.8,0.2,1.1,6.9,187,0,0,0,0.22,0.38,175.97,30.8,68,1,159.2,78.8,44,29.53,1,1,78.4,55
2024-07-31T18:45:00-07:00,2024-07-31 18:45:00,72.9,73,61.3,1.3,3.4,6.9,66,0,0,0,0.22,0.38,175.97,30.8,67,1,179.9,79,44,29.52,1,1,78.7,55.2
2024-07-31T18:40:00-07:00,2024-07-31 18:40:00,73.9,74.1,62.2,2.9,3.4,6.9,206,0,0,0,0.22,0.38,175.97,30.8,67,1,175.7,79.2,43,29.53,1,1,78.8,54.7
2024-07-31T18:35:00-07:00,2024-07-31 18:35:00,74.1,74.3,61.6,0,0,6.9,347,0,0,0,0.22,0.38,175.97,30.8,65,1,195.6,78.8,43,29.52,1,1,78.4,54.4
2024-07-31T18:30:00-07:00,2024-07-31 18:30:00,74.8,74.9,61.3,0,0,6.9,60,0,0,0,0.22,0.38,175.97,30.8,63,2,218.1,79.2,43,29.52,1,1,78.8,54.7
2024-07-31T18:25:00-07:00,2024-07-31 18:25:00,73.6,73.7,61.1,1.8,2.2,6.9,210,0,0,0,0.22,0.38,175.97,30.8,65,2,230.2,79.3,43,29.52,1,1,79,54.8
2024-07-31T18:20:00-07:00,2024-07-31 18:20:00,74.1,74.3,61.6,0.2,1.1,6.9,261,0,0,0,0.22,0.38,175.97,30.8,65,2,250.3,79.3,42,29.52,1,1,78.9,54.2
2024-07-31T18:15:00-07:00,2024-07-31 18:15:00,74.8,75.1,62.7,0,0,6.9,301,0,0,0,0.22,0.38,175.97,30.8,66,2,261.9,79.2,42,29.52,1,1,78.8,54.1
2024-07-31T18:10:00-07:00,2024-07-31 18:10:00,76.1,76.4,62.6,0,0,6.9,351,0,0,0,0.22,0.38,175.97,30.8,63,2,274.5,79,42,29.52,1,1,78.6,53.9
2024-07-31T18:05:00-07:00,2024-07-31 18:05:00,75.7,75.9,62.2,0,0,6.9,274,0,0,0,0.22,0.38,175.97,30.8,63,2,290.5,78.8,42,29.52,1,1,78.4,53.7
2024-07-31T18:00:00-07:00,2024-07-31 18:00:00,74.3,74.5,62.2,0,0,6.9,211,0,0,0,0.22,0.38,175.97,30.8,66,3,307.6,78.4,42,29.52,1,1,77.9,53.4
2024-07-31T17:55:00-07:00,2024-07-31 17:55:00,74.7,74.9,61.7,0,0,6.9,306,0,0,0,0.22,0.38,175.97,30.8,64,3,317.1,78.8,42,29.52,1,1,78.4,53.7
2024-07-31T17:50:00-07:00,2024-07-31 17:50:00,74.5,74.7,61.5,2.2,2.2,6.9,87,0,0,0,0.22,0.38,175.97,30.8,64,3,327,78.8,42,29.52,1,1,78.4,53.7
2024-07-31T17:45:00-07:00,2024-07-31 17:45:00,74.8,75,61.8,2.9,3.4,6.9,215,0,0,0,0.22,0.38,175.97,30.8,64,3,340.1,78.6,42,29.52,1,1,78.1,53.6
2024-07-31T17:40:00-07:00,2024-07-31 17:40:00,75.2,75.4,61.7,4.7,5.8,6.9,199,0,0,0,0.22,0.38,175.97,30.8,63,3,342.7,79.2,42,29.53,1,1,78.8,54.1
2024-07-31T17:35:00-07:00,2024-07-31 17:35:00,75.7,75.8,61.3,0.4,1.1,6.9,334,0,0,0,0.22,0.38,175.97,30.8,61,3,360.4,79.5,43,29.53,1,1,79.2,55
2024-07-31T17:30:00-07:00,2024-07-31 17:30:00,76.1,76.3,62.1,0.7,1.1,6.9,251,0,0,0,0.22,0.38,175.97,30.81,62,3,363.1,79.9,43,29.53,1,1,79.6,55.4
2024-07-31T17:25:00-07:00,2024-07-31 17:25:00,76.5,76.8,62.5,2.5,3.4,6.9,279,0,0,0,0.22,0.38,175.97,30.8,62,3,376.9,79.9,44,29.53,1,1,79.7,56
2024-07-31T17:20:00-07:00,2024-07-31 17:20:00,75.9,76.1,61.5,0.7,1.1,6.9,267,0,0,0,0.22,0.38,175.97,30.81,61,3,351.4,80.4,44,29.53,1,1,80.6,56.5
2024-07-31T17:15:00-07:00,2024-07-31 17:15:00,74.8,75,61.8,0,0,6.9,221,0,0,0,0.22,0.38,175.97,30.8,64,2,244.7,81.1,45,29.52,1,1,81.3,57.7
2024-07-31T17:10:00-07:00,2024-07-31 17:10:00,75.4,75.6,61.5,2,4.5,6.9,349,0,0,0,0.22,0.38,175.97,30.8,62,2,240.3,81.9,46,29.53,1,1,82.1,59.1
2024-07-31T17:05:00-07:00,2024-07-31 17:05:00,76.6,76.9,62.6,4.3,5.8,6.9,181,0,0,0,0.22,0.38,175.97,30.8,62,3,358.3,82.4,48,29.52,1,1,82.9,60.7
2024-07-31T17:00:00-07:00,2024-07-31 17:00:00,76.5,76.8,62.5,0,0,6.9,261,0,0,0,0.22,0.38,175.97,30.8,62,4,458,82.8,49,29.52,1,1,83.5,61.7
2024-07-31T16:55:00-07:00,2024-07-31 16:55:00,77.2,77.5,63.2,0.7,1.1,6.9,245,0,0,0,0.22,0.38,175.97,30.8,62,4,483.6,82.9,49,29.52,1,1,83.6,61.7
2024-07-31T16:50:00-07:00,2024-07-31 16:50:00,75,75.2,62,0,0,6.9,222,0,0,0,0.22,0.38,175.97,30.8,64,4,472.8,82.8,49,29.53,1,1,83.5,61.7
2024-07-31T16:45:00-07:00,2024-07-31 16:45:00,75,75.2,61.5,1.3,2.2,6.9,80,0,0,0,0.22,0.38,175.97,30.8,63,4,496.2,82.8,49,29.52,1,1,83.5,61.7
2024-07-31T16:40:00-07:00,2024-07-31 16:40:00,75.9,76.1,61.9,1.3,3.4,6.9,217,0,0,0,0.22,0.38,175.97,30.81,62,4,508.8,82.8,49,29.54,1,1,83.5,61.7
2024-07-31T16:35:00-07:00,2024-07-31 16:35:00,76.5,76.7,62,0.7,1.1,6.9,62,0,0,0,0.22,0.38,175.97,30.8,61,5,523.1,82.6,49,29.52,1,1,83.3,61.5
2024-07-31T16:30:00-07:00,2024-07-31 16:30:00,76.6,76.9,62.6,0,0,6.9,258,0,0,0,0.22,0.38,175.97,30.8,62,5,540,82.6,49,29.52,1,1,83.3,61.5
2024-07-31T16:25:00-07:00,2024-07-31 16:25:00,76.6,76.9,62.6,1.3,2.2,6.9,194,0,0,0,0.22,0.38,175.97,30.8,62,5,548.7,82.4,49,29.52,1,1,83,61.3
2024-07-31T16:20:00-07:00,2024-07-31 16:20:00,76.3,76.5,61.8,0.2,1.1,6.9,192,0,0,0,0.22,0.38,175.97,30.8,61,5,557.4,82.4,49,29.53,1,1,83,61.3
2024-07-31T16:15:00-07:00,2024-07-31 16:15:00,77.2,77.4,62.2,4.3,4.5,6.9,275,0,0,0,0.22,0.38,175.97,30.8,60,5,555.6,82.4,49,29.52,1,1,83,61.3
2024-07-31T16:10:00-07:00,2024-07-31 16:10:00,75.9,76.2,62.4,0.2,1.1,6.9,246,0,0,0,0.22,0.38,175.97,30.81,63,5,588.7,82.2,49,29.53,1,1,82.8,61.1
2024-07-31T16:05:00-07:00,2024-07-31 16:05:00,75.7,75.9,61.7,0.9,1.1,6.9,254,0,0,0,0.22,0.38,175.97,30.81,62,5,588.2,82.2,49,29.53,1,1,82.8,61.1
2024-07-31T16:00:00-07:00,2024-07-31 16:00:00,75,75.2,62,0,0,6.9,248,0,0,0,0.22,0.38,175.97,30.81,64,5,536.1,82,49,29.53,1,1,82.6,60.9
2024-07-31T15:55:00-07:00,2024-07-31 15:55:00,75.9,76.2,63.3,2.5,3.4,6.9,266,0,0,0,0.22,0.38,175.97,30.81,65,4,464.1,81.9,49,29.54,1,1,82.5,60.8
2024-07-31T15:50:00-07:00,2024-07-31 15:50:00,77,77.4,63.9,2.2,4.5,6.9,276,0,0,0,0.22,0.38,175.97,30.81,64,4,452,82,49,29.54,1,1,82.6,60.9
2024-07-31T15:45:00-07:00,2024-07-31 15:45:00,76.3,76.6,62.8,0,0,6.9,256,0,0,0,0.22,0.38,175.97,30.81,63,4,508.8,81.7,49,29.54,1,1,82.3,60.7
2024-07-31T15:40:00-07:00,2024-07-31 15:40:00,77,77.4,63.4,1.8,3.4,6.9,257,0,0,0,0.22,0.38,175.97,30.81,63,5,582.9,81.7,49,29.53,1,1,82.3,60.7
2024-07-31T15:35:00-07:00,2024-07-31 15:35:00,78.3,78.8,65.1,0,0,6.9,238,0,0,0,0.22,0.38,175.97,30.81,64,5,607.3,81.5,49,29.53,1,1,82.1,60.5
2024-07-31T15:30:00-07:00,2024-07-31 15:30:00,77.7,78.1,63.6,0,0,6.9,262,0,0,0,0.22,0.38,175.97,30.81,62,5,610.7,81.3,49,29.53,1,1,81.9,60.3
2024-07-31T15:25:00-07:00,2024-07-31 15:25:00,75.2,75.5,63,0,0,6.9,222,0,0,0,0.22,0.38,175.97,30.81,66,5,614.3,81.1,49,29.54,1,1,81.7,60.1
2024-07-31T15:20:00-07:00,2024-07-31 15:20:00,77,77.3,63,0,0,6.9,298,0,0,0,0.22,0.38,175.97,30.81,62,6,632.8,81.1,50,29.53,1,1,81.8,60.7
2024-07-31T15:15:00-07:00,2024-07-31 15:15:00,75.2,75.6,63.9,0,0,6.9,289,0,0,0,0.22,0.38,175.97,30.81,68,6,653.6,81,50,29.54,1,1,81.7,60.6
2024-07-31T15:10:00-07:00,2024-07-31 15:10:00,75.6,76,63.4,1.3,2.2,6.9,249,0,0,0,0.22,0.38,175.97,30.82,66,6,642,81,50,29.54,1,1,81.7,60.6
2024-07-31T15:05:00-07:00,2024-07-31 15:05:00,75.9,76.3,63.7,1.1,1.1,6.9,267,0,0,0,0.22,0.38,175.97,30.81,66,6,649.4,80.8,50,29.53,1,1,81.5,60.4
2024-07-31T15:00:00-07:00,2024-07-31 15:00:00,75.4,75.8,64.1,0.7,2.2,6.9,248,0,0,0,0.22,0.38,175.97,30.82,68,6,657.2,80.6,50,29.54,1,1,81.4,60.2
2024-07-31T14:55:00-07:00,2024-07-31 14:55:00,76.3,76.8,64.9,2.7,4.5,6.9,270,0,0,0,0.22,0.38,175.97,30.81,68,6,670.6,80.8,50,29.54,1,1,81.5,60.4
2024-07-31T14:50:00-07:00,2024-07-31 14:50:00,76.3,76.7,64.1,0,0,5.8,314,0,0,0,0.22,0.38,175.97,30.81,66,6,687.2,80.4,50,29.53,1,1,81.2,60
2024-07-31T14:45:00-07:00,2024-07-31 14:45:00,76.5,76.9,63.8,3.4,4.5,5.8,280,0,0,0,0.22,0.38,175.97,30.82,65,6,701.5,80.2,50,29.54,1,1,81,59.8
2024-07-31T14:40:00-07:00,2024-07-31 14:40:00,75.2,75.6,63.9,2.2,3.4,5.8,245,0,0,0,0.22,0.38,175.97,30.82,68,7,730.5,80.2,50,29.54,1,1,81,59.8
2024-07-31T14:35:00-07:00,2024-07-31 14:35:00,75.6,76,63.9,0,0,5.8,269,0,0,0,0.22,0.38,175.97,30.82,67,7,729.6,80.1,50,29.54,1,1,80.9,59.8
2024-07-31T14:30:00-07:00,2024-07-31 14:30:00,74.3,74.7,63.5,1.8,3.4,5.8,286,0,0,0,0.22,0.38,175.97,30.82,69,7,731,80.1,50,29.54,1,1,80.9,59.8
2024-07-31T14:25:00-07:00,2024-07-31 14:25:00,73.8,74.2,63.4,0,0,5.8,273,0,0,0,0.22,0.38,175.97,30.82,70,6,703.5,79.9,50,29.55,1,1,79.9,59.6
2024-07-31T14:20:00-07:00,2024-07-31 14:20:00,74.8,75.2,63.9,0,0,5.8,258,0,0,0,0.22,0.38,175.97,30.82,69,6,713.1,79.7,50,29.55,1,1,79.7,59.4
2024-07-31T14:15:00-07:00,2024-07-31 14:15:00,75.9,76.4,64.6,2,3.4,5.8,200,0,0,0,0.22,0.38,175.97,30.82,68,5,609,79.7,50,29.55,1,1,79.7,59.4
2024-07-31T14:10:00-07:00,2024-07-31 14:10:00,73,73.2,61.8,2.9,4.5,5.8,223,0,0,0,0.22,0.38,175.97,30.83,68,7,785.1,79.5,50,29.55,1,1,79.5,59.2
2024-07-31T14:05:00-07:00,2024-07-31 14:05:00,72.1,72.4,63,0.2,1.1,5.8,332,0,0,0,0.22,0.38,175.97,30.82,73,2,205.5,79.5,50,29.55,1,1,79.5,59.2
2024-07-31T14:00:00-07:00,2024-07-31 14:00:00,74.5,74.9,64.1,0,0,5.8,323,0,0,0,0.22,0.38,175.97,30.83,70,3,357,79.2,50,29.55,1,1,79.2,58.9
2024-07-31T13:55:00-07:00,2024-07-31 13:55:00,75.7,76.2,64.4,0,0,5.8,251,0,0,0,0.22,0.38,175.97,30.83,68,8,834.6,79.3,50,29.55,1,1,79.3,59
2024-07-31T13:50:00-07:00,2024-07-31 13:50:00,75.6,76.1,64.7,0,0,5.8,334,0,0,0,0.22,0.38,175.97,30.83,69,7,812.4,79.2,50,29.55,1,1,79.2,58.9
2024-07-31T13:45:00-07:00,2024-07-31 13:45:00,74.3,74.6,63,0,0,5.8,281,0,0,0,0.22,0.38,175.97,30.83,68,4,429.9,79.2,50,29.55,1,1,79.2,58.9
2024-07-31T13:40:00-07:00,2024-07-31 13:40:00,73.4,73.8,63.4,1.3,2.2,5.8,290,0,0,0,0.22,0.38,175.97,30.83,71,7,751.3,79.3,50,29.55,1,1,79.3,59
2024-07-31T13:35:00-07:00,2024-07-31 13:35:00,73.8,74.3,64.2,0.4,1.1,5.8,220,0,0,0,0.22,0.38,175.97,30.83,72,4,479.3,78.8,50,29.55,1,1,78.7,58.6
2024-07-31T13:30:00-07:00,2024-07-31 13:30:00,72.9,73.2,62.9,0.9,2.2,5.8,7,0,0,0,0.22,0.38,175.97,30.83,71,8,835.1,78.8,50,29.56,1,1,78.7,58.6
2024-07-31T13:25:00-07:00,2024-07-31 13:25:00,74.1,74.5,63.7,1.3,2.2,5.8,237,0,0,0,0.22,0.38,175.97,30.82,70,7,812.9,78.6,50,29.55,1,1,78.5,58.4
2024-07-31T13:20:00-07:00,2024-07-31 13:20:00,72.9,73.3,63.3,0,0,5.8,276,0,0,0,0.22,0.38,175.97,30.82,72,6,711.9,78.6,50,29.55,1,1,78.5,58.4
2024-07-31T13:15:00-07:00,2024-07-31 13:15:00,72.9,73.3,63.7,0,0,5.8,287,0,0,0,0.22,0.38,175.97,30.82,73,5,604.2,78.8,50,29.55,1,1,78.7,58.6
